date,close,volume,ticker
2024-09-03,98.66,9086699,XBI
2024-09-04,98.52,6944711,XBI
2024-09-05,98.08,5735483,XBI
2024-09-06,96.52,8019337,XBI
2024-09-09,97.89,5876780,XBI
2024-09-10,98.1,4636000,XBI
2024-09-11,98.9,5267440,XBI
2024-09-12,99.06,5703028,XBI
2024-09-13,101.21,6389099,XBI
2024-09-16,101.28,7126942,XBI
2024-09-17,100.95,9199336,XBI
2024-09-18,100.81,11433202,XBI
2024-09-19,102.43,13107187,XBI
2024-09-20,101.61,7655323,XBI
2024-09-23,99.19,9997178,XBI
2024-09-24,98.71,7906793,XBI
2024-09-25,97.75,8469462,XBI
2024-09-26,98.19,6764936,XBI
2024-09-27,98.43,6116151,XBI
2024-09-30,98.8,6829617,XBI
2024-10-01,97.97,11106896,XBI
2024-10-02,98.09,8488097,XBI
2024-10-03,96.64,5961143,XBI
2024-10-04,97.51,5972827,XBI
2024-10-07,96.33,5678751,XBI
2024-10-08,97.1,5414723,XBI
2024-10-09,96.31,6049368,XBI
2024-10-10,96.22,6752894,XBI
2024-10-11,98.68,7486082,XBI
2024-10-14,99.07,5537859,XBI
2024-10-15,99.31,7379397,XBI
2024-10-16,100.25,6478823,XBI
2024-10-17,99.3,8155253,XBI
2024-10-18,99.83,4477163,XBI
2024-10-21,98.15,6895268,XBI
2024-10-22,98.27,5222181,XBI
2024-10-23,96.67,8293618,XBI
2024-10-24,97.25,4408256,XBI
2024-10-25,97.15,6256079,XBI
2024-10-28,98.49,6178187,XBI
2024-10-29,98.56,6183664,XBI
2024-10-30,98.42,4733144,XBI
2024-10-31,97.03,8177752,XBI
2024-11-01,99.23,6877483,XBI
2024-11-04,99.22,6426686,XBI
2024-11-05,100.62,7170643,XBI
2024-11-06,102.44,17003363,XBI
2024-11-07,103.01,8157100,XBI
2024-11-08,104.18,9431058,XBI
2024-11-11,103.53,10158928,XBI
2024-11-12,100.51,9782654,XBI
2024-11-13,100.01,8092416,XBI
2024-11-14,96.96,15029386,XBI
2024-11-15,91.83,30310242,XBI
2024-11-18,91.96,12512121,XBI
2024-11-19,93.17,12751913,XBI
2024-11-20,94.01,10534696,XBI
2024-11-21,94.3,11716988,XBI
2024-11-22,96.24,9684699,XBI
2024-11-25,97.63,13456016,XBI
2024-11-26,98.85,8258493,XBI
2024-11-27,100.0,7695319,XBI
2024-11-29,99.62,4062380,XBI
2024-12-02,99.31,13563171,XBI
2024-12-03,97.69,6549994,XBI
2024-12-04,98.79,7246472,XBI
2024-12-05,97.33,8467560,XBI
2024-12-06,99.14,6493029,XBI
2024-12-09,98.24,6341080,XBI
2024-12-10,97.42,5465670,XBI
2024-12-11,96.97,5788527,XBI
2024-12-12,94.2,9518248,XBI
2024-12-13,93.4,12305779,XBI
2024-12-16,94.76,8476165,XBI
2024-12-17,94.59,5638802,XBI
2024-12-18,89.93,16072650,XBI
2024-12-19,89.81,11753615,XBI
