date,close_mean,ret_1d,ret_fwd_5d,volume_sum,vol_4w,vol_growth,vol_z
2024-09-03,169.99666666666667,,-0.007960940410596251,9435472,,,
2024-09-04,169.71333333333334,-0.0016666993470459968,-0.00881879247358297,8487683,,-0.10044955885619711,
2024-09-05,167.50666666666663,-0.013002317633657001,0.008735970707633767,8218868,,-0.03167118753139109,
2024-09-06,166.76,-0.004457534028496246,0.015971056208523127,8420448,,0.024526491969453668,
2024-09-09,167.93666666666667,0.007056048612776866,0.015164446914511576,6855354,41417825.0,-0.185868257840913,
2024-09-10,168.64333333333335,0.004207935531251872,0.001561480837269924,7595191,49013016.0,0.10792104973718342,
2024-09-11,168.21666666666667,-0.002529994267981839,0.002219359952442268,6964281,55977297.0,-0.08306703544387495,
2024-09-12,168.97,0.004478351332606767,0.0027026493854924727,5239255,61216552.0,-0.24769620869692077,
2024-09-13,169.42333333333332,0.002682922017715139,-0.004505479371200272,4579352,65795904.0,-0.12595359454731636,
2024-09-16,170.48333333333335,0.006256517205422529,-0.014566428780917073,4972019,70767923.0,0.08574728476867466,
2024-09-17,168.90666666666667,-0.009248215856877628,-0.007597884433217517,6460377,77228300.0,0.29934680458783447,
2024-09-18,168.59,-0.001874802652352403,-0.015995412934733277,7758879,84987179.0,0.20099477166735014,
2024-09-19,169.42666666666665,0.004962730094707046,-0.01745101125363957,7045537,92032716.0,-0.09193879682876871,
2024-09-20,168.66,-0.004525064924844502,-0.015929483378789522,9080868,101113584.0,0.28888230946768156,
2024-09-23,168.0,-0.003913198150124475,-0.005515873015872863,6863551,107977135.0,-0.24417456569129736,
2024-09-24,167.62333333333333,-0.002242063492063462,-0.009306580229482608,6893082,114870217.0,0.004302583312923547,
2024-09-25,165.89333333333332,-0.010320758844234224,-0.0003817714193857791,6318560,121188777.0,-0.08334762302261889,
2024-09-26,166.47,0.00347612923967211,-0.013415830680202578,6410563,127599340.0,0.014560754349092209,
2024-09-27,165.97333333333336,-0.0029835205542538823,-0.009057679948586306,7721333,135320673.0,0.2044703405925501,
2024-09-30,167.07333333333335,0.006627570694087259,-0.020509955708072347,7597352,142918025.0,-0.016056942499436344,
2024-10-01,166.06333333333336,-0.0060452495909979476,-0.009313715650655419,10993110,144475663.0,0.4469659955205445,
2024-10-02,165.83,-0.0014050864128144491,0.0012261552996040148,7479148,143467128.0,-0.31965130886528015,
2024-10-03,164.23666666666668,-0.009608233331323213,0.007408008767834984,5838809,141087069.0,-0.21932163930971815,
2024-10-04,164.47,0.0014207140102695526,0.014430189902920443,6861596,139528217.0,0.17517048425458004,
2024-10-07,163.64666666666668,-0.005005978800591726,0.0251354544343505,6139421,138812284.0,-0.10524883715100686,
2024-10-08,164.51666666666668,0.005316331934656082,0.00857056022692726,5318441,136535534.0,-0.1337227077276505,
2024-10-09,166.03333333333333,0.009218924121162875,0.00279060429632616,8184025,137755278.0,0.5388015021695267,
2024-10-10,165.45333333333332,-0.0034932744428830542,0.00048352002578777586,4725860,137241883.0,-0.42255063981353913,
2024-10-11,166.84333333333333,0.00840116044806205,-0.0027370986754041704,9597328,142259859.0,1.0308109000266619,
2024-10-14,167.76000000000002,0.0054941761732565375,-0.020068351613416024,5016035,142303875.0,-0.4773508834959064,-1.468642987251385
2024-10-15,165.92666666666668,-0.01092831028453356,-0.01078789826831128,9414020,145257518.0,0.8767851500238735,1.3179431382647275
2024-10-16,166.49666666666667,0.003435252521194032,-0.01968007367514868,4781794,142280433.0,-0.49205610355618534,-1.6060378472993784
2024-10-17,165.53333333333333,-0.00578590161965209,-0.020136931131695457,5656730,140891626.0,0.1829723321414516,-0.8538784854525933
2024-10-18,166.38666666666666,0.005155054369714085,-0.030471191601890935,10020581,141831339.0,0.7714441028650829,1.5513900480175062
2024-10-21,164.39333333333335,-0.011980126612709197,-0.01656595969017416,5021898,139989686.0,-0.49884163403299664,-1.3307325983181204
2024-10-22,164.13666666666668,-0.0015612960785108543,-0.0172214211734123,5369300,138465904.0,0.06917743052527148,-1.019567923904343
2024-10-23,163.22,-0.005584776913547751,-0.013233672344075464,5324032,137471376.0,-0.008430894157525182,-1.0253957750041842
2024-10-24,162.20000000000002,-0.006249234162480022,-0.016440608302507265,5380429,136441242.0,0.010592911537721683,-0.9562174390875655
