date,close,volume,ticker
2024-09-03,156.9,7674912,XLV
2024-09-04,156.63,8235494,XLV
2024-09-05,154.48,7245564,XLV
2024-09-06,153.95,7652025,XLV
2024-09-09,155.03,6169412,XLV
2024-09-10,155.74,7337319,XLV
2024-09-11,155.28,6636620,XLV
2024-09-12,155.84,4838262,XLV
2024-09-13,156.16,4358649,XLV
2024-09-16,157.24,4711902,XLV
2024-09-17,155.62,6279990,XLV
2024-09-18,155.36,7148920,XLV
2024-09-19,155.92,6717643,XLV
2024-09-20,155.28,8541635,XLV
2024-09-23,154.4,6416424,XLV
2024-09-24,154.09,5341811,XLV
2024-09-25,152.59,5940096,XLV
2024-09-26,153.1,6173093,XLV
2024-09-27,153.02,7312567,XLV
2024-09-30,154.02,7235028,XLV
2024-10-01,153.21,10560380,XLV
2024-10-02,152.9,7158480,XLV
2024-10-03,151.52,5550985,XLV
2024-10-04,151.64,6591450,XLV
2024-10-07,150.97,5922859,XLV
2024-10-08,151.79,4726590,XLV
2024-10-09,153.34,7840031,XLV
2024-10-10,152.77,4385633,XLV
2024-10-11,153.89,9354102,XLV
2024-10-14,154.74,4819781,XLV
2024-10-15,152.85,9088576,XLV
2024-10-16,153.28,4510189,XLV
2024-10-17,152.39,5430044,XLV
2024-10-18,153.13,9823968,XLV
2024-10-21,151.33,4825870,XLV
2024-10-22,151.11,5166889,XLV
2024-10-23,150.4,4910436,XLV
2024-10-24,149.41,5066266,XLV
2024-10-25,148.59,5314527,XLV
2024-10-28,148.81,4923484,XLV
2024-10-29,148.4,7342579,XLV
2024-10-30,148.12,9211829,XLV
2024-10-31,146.87,6701204,XLV
2024-11-01,147.74,6896929,XLV
2024-11-04,146.77,5985990,XLV
2024-11-05,147.85,5035268,XLV
2024-11-06,148.04,10685862,XLV
2024-11-07,149.11,9381574,XLV
2024-11-08,150.18,8701068,XLV
2024-11-11,149.3,6072124,XLV
2024-11-12,147.22,7022700,XLV
2024-11-13,146.83,5981289,XLV
2024-11-14,144.52,7936741,XLV
2024-11-15,141.84,14246068,XLV
2024-11-18,141.94,7933235,XLV
2024-11-19,141.21,6205830,XLV
2024-11-20,142.88,9328841,XLV
2024-11-21,144.03,7969570,XLV
2024-11-22,144.16,6330311,XLV
2024-11-25,145.39,6834366,XLV
2024-11-26,146.17,6018641,XLV
2024-11-27,146.95,5953240,XLV
2024-11-29,147.41,3521247,XLV
2024-12-02,147.15,6220907,XLV
2024-12-03,146.82,4236349,XLV
2024-12-04,146.74,5597844,XLV
2024-12-05,145.1,8948940,XLV
2024-12-06,144.28,6545159,XLV
