date,close_mean,ret_1d,ret_fwd_5d,volume_sum,vol_4w,vol_growth,vol_z
2024-09-03,147.56185,,-0.005755891512609912,10387031,,,
2024-09-04,147.338325,-0.0015147885446000764,0.0043423868161933665,8160647,,-0.21434267405190188,
2024-09-05,146.523125,-0.005532844220945243,0.010925237910398344,6829966,,-0.16306072300394814,
2024-09-06,144.766125,-0.011991281239736029,0.03812269617633279,9343239,,0.3679773808537261,
2024-09-09,146.32322499999998,0.010755969326387671,0.029489850295467468,6814144,41535027.0,-0.2706871781830691,
2024-09-10,146.71249999999998,0.0026603773939508635,0.024190167845275834,5542497,47077524.0,-0.18661874477557272,
2024-09-11,147.978125,0.008626565561898447,0.014577830338098785,6201045,53278569.0,0.11881792628845811,
2024-09-12,148.123925,0.0009852807636263616,0.023851649893830373,7032079,60310648.0,0.1340151538974479,
2024-09-13,150.285,0.014589641747610793,0.0017480121103237156,7770899,68081547.0,0.10506423491544958,
2024-09-16,150.638275,0.002350700336028133,-0.016485020158389263,8248480,76330027.0,0.06145762543046818,
2024-09-17,150.2615,-0.0025011903515224088,-0.017524449043833656,10362780,86692807.0,0.25632601400500454,
2024-09-18,150.135325,-0.0008397027848119354,-0.030970559393666997,12600569,99293376.0,0.21594485263606877,
2024-09-19,151.656925,0.01013485667014069,-0.029239845130711983,14654982,113948358.0,0.16304128805611873,
2024-09-20,150.5477,-0.007314041215064959,-0.018720644686036292,9540064,123488422.0,-0.3490224689460554,
2024-09-23,148.155,-0.015893301591455633,0.0018561641524079686,11231825,134720247.0,0.17733224850483187,
2024-09-24,147.62825,-0.0035553980628395543,0.0012988706429832853,9277065,143997312.0,-0.17403761187518507,
2024-09-25,145.48555,-0.014514159722139985,0.017197240550693715,9497243,153494555.0,0.023733583843597028,
2024-09-26,147.2225,0.011938986380434446,-0.009033945218971162,7505097,160999652.0,-0.20976045363901918,
2024-09-27,147.72935,0.0034427482212298077,-0.0044463067088565955,7530359,168530011.0,0.0033659791472382405,
2024-09-30,148.43,0.004742794847469423,-0.02137371151384504,8036927,176566938.0,0.06727009960614105,
2024-10-01,147.82,-0.004109681331267323,-0.011703423082126796,12624615,178804522.0,0.5708261379007176,
2024-10-02,147.98749999999998,0.0011331348937897445,-0.012855815524959735,9304293,179948168.0,-0.2630038222947789,
2024-10-03,145.8925,-0.014156601064278851,0.002141988107681847,6788803,179907005.0,-0.27035799495996093,
2024-10-04,147.0725,0.008088147094607256,0.01040303251797603,6664809,177228575.0,-0.01826448639031064,
2024-10-07,145.2575,-0.012340852300736005,0.024680309106242415,6670308,177084739.0,0.0008250799085165461,
2024-10-08,146.09,0.005731201487014559,0.02035697172975559,6058912,177601154.0,-0.0916593356708566,
2024-10-09,146.085,-3.4225477445359864e-05,0.022767053427799055,7029345,178429454.0,0.16016621466032177,
2024-10-10,146.20499999999998,0.0008214395728511903,0.015868130364898647,7616579,179013954.0,0.08354035831218987,
2024-10-11,148.60250000000002,0.01639820799562286,0.002850557695866396,9686989,180930044.0,0.2718293869202959,
2024-10-14,148.8425,0.0016150468531819229,-0.011287098778910654,6792561,179474125.0,-0.2987954254928957,-0.8320734796314406
2024-10-15,149.06395,0.0014878143003511646,-0.013108132449193954,8112654,177223999.0,0.1943439300729135,-0.08692827143159322
2024-10-16,149.41092500000002,0.0023276922421551216,-0.027480754837706955,7214146,171837576.0,-0.11075389138991998,-0.5747111689650961
2024-10-17,148.525,-0.005929452615329289,-0.027271671435785128,8746250,165928844.0,0.21237496441020176,0.2504109641447188
2024-10-18,149.0261,0.0033738427874094867,-0.031478378619584135,5315120,161703900.0,-0.39229727025868233,-1.7998564865727809
2024-10-21,147.1625,-0.012505192043541502,-0.009913530960672712,8302263,158774338.0,0.5620085717726035,0.0753750058207762
2024-10-22,147.10999999999999,-0.0003567484923129305,-0.008582013459316085,6506737,156004010.0,-0.21626946773427924,-0.9396663212379803
2024-10-23,145.305,-0.012269730133913304,0.005791782801692902,9611452,156118219.0,0.477153909862962,0.7135530409788592
2024-10-24,144.474475,-0.005715735865937099,-0.0013287814335370962,5149535,153762657.0,-0.4642292340428896,-1.8524278206391376
2024-10-25,144.335,-0.0009653954444202029,0.015727301070426414,7016894,153249192.0,0.3626267226069926,-0.5584736215257391
2024-10-28,145.7036,0.009482107596909817,0.005997792779313782,6918657,152130922.0,-0.014000068976387503,-0.6070072208182682
2024-10-29,145.8475,0.0009876214451804977,0.020826548278167323,7034902,146541209.0,0.016801671191388756,-0.5283186690100462
2024-10-30,146.14657499999998,0.0020506007987795005,0.023732509639722954,5775071,143011987.0,-0.17908294955636905,-1.32338318203562
2024-10-31,144.2825,-0.012754831921308996,0.0453069499073,9849800,146072984.0,0.7055721046546441,0.9093989393252384
2024-11-01,146.60500000000002,0.01609689324762198,0.034422768664097214,8280924,147689099.0,-0.15927998538041377,0.17396654053137783
2024-11-04,146.57750000000001,-0.00018757886838782767,0.02674353157885756,7542378,148561169.0,-0.08918642412368472,-0.22286550878398037
2024-11-05,148.885,0.015742525285258546,-0.011637841286899264,8160147,150662404.0,0.08190639609947947,0.1161591184111691
2024-11-06,149.61499999999998,0.004903113141014881,-0.016275106105671067,18598631,162231690.0,1.2792029359275023,3.2252671662956716
2024-11-07,150.8195,0.008050663369314703,-0.051494170183563726,9527889,164143000.0,-0.48771019759465095,0.6242081926207431
2024-11-08,151.65155,0.005516859557285203,-0.10193796238811925,10723401,165179412.0,0.1254750134053828,1.06140508790385
