date,close,volume,ticker
2024-12-12,137.67,1492404,IBB
2024-12-13,136.61,1400321,IBB
2024-12-16,137.25,1510373,IBB
2024-12-17,137.66,2653305,IBB
2024-12-18,132.32,2210798,IBB
2024-12-19,131.21,2418760,IBB
2024-12-20,132.73,1998609,IBB
2024-12-23,133.61,1624399,IBB
2024-12-24,133.95,462833,IBB
2024-12-26,134.67,879919,IBB
2024-12-27,133.52,838931,IBB
2024-12-30,131.67,1035164,IBB
2024-12-31,132.21,1334627,IBB
2025-01-02,132.91,1077030,IBB
2025-01-03,134.15,841011,IBB
2025-01-06,134.29,1145523,IBB
2025-01-07,135.47,1549647,IBB
2025-01-08,134.83,1339858,IBB
2025-01-10,132.73,2770605,IBB
2025-01-13,134.02,1446870,IBB
2025-01-14,131.57,2304876,IBB
2025-01-15,133.42,2360741,IBB
2025-01-16,132.96,1113515,IBB
2025-01-17,132.65,1236546,IBB
2025-01-21,136.1,1284032,IBB
2025-01-22,136.29,1988208,IBB
2025-01-23,138.25,2047331,IBB
2025-01-24,137.3,1144599,IBB
2025-01-27,138.37,1483699,IBB
2025-01-28,138.16,1389679,IBB
2025-01-29,137.49,1014611,IBB
2025-01-30,138.87,770531,IBB
2025-01-31,138.66,1279289,IBB
2025-02-03,137.85,1031781,IBB
2025-02-04,138.81,1475530,IBB
2025-02-05,142.33,1616554,IBB
2025-02-06,140.56,2120119,IBB
2025-02-07,137.67,2195028,IBB
2025-02-10,136.15,1295815,IBB
2025-02-11,134.24,1331087,IBB
2025-02-12,135.47,1792373,IBB
2025-02-13,137.04,1176608,IBB
2025-02-14,136.55,1190781,IBB
2025-02-18,137.11,1034199,IBB
2025-02-19,138.74,995996,IBB
2025-02-20,139.43,1439251,IBB
2025-02-21,138.91,1258990,IBB
2025-02-24,138.77,798700,IBB
2025-02-25,137.86,837485,IBB
2025-02-26,137.04,649273,IBB
2025-02-27,135.48,1234368,IBB
2025-02-28,137.03,1354141,IBB
2025-03-03,134.24,1599345,IBB
2025-03-04,134.36,1871052,IBB
2025-03-05,136.79,845672,IBB
2025-03-06,136.21,801727,IBB
2025-03-07,136.95,1054623,IBB
2025-03-10,135.84,1232416,IBB
2025-03-11,133.99,1634431,IBB
2025-03-12,134.25,1190259,IBB
2025-03-13,133.14,1225539,IBB
2025-03-14,134.19,989411,IBB
2025-03-17,136.1,739983,IBB
2025-03-18,134.09,509360,IBB
2025-03-19,134.57,891326,IBB
2025-03-20,132.74,1786324,IBB
2025-03-21,133.58,1185179,IBB
2025-03-24,135.31,752821,IBB
2025-03-25,132.97,915553,IBB
2025-03-26,131.14,600637,IBB
2025-03-27,131.58,881602,IBB
2025-03-28,130.29,1278023,IBB
2025-03-31,127.9,1646795,IBB
2025-04-01,124.44,2562004,IBB
2025-04-02,126.79,1659301,IBB
2025-04-03,123.79,1322952,IBB
2025-04-04,117.16,3214042,IBB
2025-04-07,116.21,2693991,IBB
2025-04-08,112.02,2731718,IBB
2025-04-09,118.63,3602539,IBB
2025-04-10,113.14,2173245,IBB
2025-04-11,116.96,2044169,IBB
2025-04-14,120.3,3415801,IBB
2025-04-15,119.85,1908313,IBB
2025-04-16,117.79,1243040,IBB
2025-04-17,118.29,1184573,IBB
2025-04-21,117.24,1343526,IBB
2025-04-22,120.43,991109,IBB
2025-04-23,122.0,2088909,IBB
2025-04-24,124.2,2728749,IBB
2025-04-25,123.22,1243987,IBB
2025-04-28,124.62,1740942,IBB
2025-04-29,124.75,2267354,IBB
2025-04-30,126.58,1150926,IBB
2025-05-01,124.88,1757529,IBB
2025-05-02,126.6,2470321,IBB
2025-05-05,125.86,874805,IBB
2025-05-06,118.6,3506523,IBB
2025-05-07,119.4,1383982,IBB
2025-05-08,119.18,4415846,IBB
2025-05-09,116.63,2304562,IBB
2025-05-12,122.05,3268914,IBB
2025-05-13,119.53,2555002,IBB
2025-05-14,116.92,2284847,IBB
2025-05-15,119.24,2018012,IBB
2025-05-16,121.16,1051794,IBB
2025-05-19,122.51,1441021,IBB
2025-05-20,124.67,1532014,IBB
2025-05-21,121.69,1904422,IBB
2025-05-22,121.42,1390198,IBB
2025-05-23,121.25,732654,IBB
2025-05-27,122.85,2001072,IBB
2025-05-28,121.91,2203113,IBB
2025-05-29,124.24,2132424,IBB
2025-05-30,121.72,2799728,IBB
2025-06-02,123.71,2234755,IBB
2025-06-03,124.83,2045553,IBB
2025-06-04,125.12,1723797,IBB
2025-06-05,125.06,1476126,IBB
2025-06-06,126.96,797382,IBB
2025-06-09,127.59,2600560,IBB
2025-06-10,128.79,2771375,IBB
2025-06-11,127.86,2652703,IBB
2025-06-12,129.0,2438030,IBB
2025-06-13,128.0,3170537,IBB
2025-06-16,127.85,2295652,IBB
2025-06-17,125.32,2157117,IBB
2025-06-18,125.77,1426884,IBB
2025-06-20,125.51,1255920,IBB
2025-06-23,124.94,1782075,IBB
2025-06-24,127.41,1584710,IBB
2025-06-25,126.69,1024862,IBB
2025-06-26,127.01,1728751,IBB
2025-06-27,126.47,1513908,IBB
2025-06-30,126.51,1516526,IBB
2025-07-01,127.63,1766681,IBB
2025-07-02,129.55,1638475,IBB
2025-07-03,130.0,658990,IBB
2025-07-07,128.12,1987839,IBB
2025-07-08,129.33,2335797,IBB
2025-07-09,132.29,2454362,IBB
2025-07-10,133.65,1513966,IBB
2025-07-11,131.59,1653153,IBB
2025-07-14,131.89,746049,IBB
2025-07-15,129.05,1471812,IBB
2025-07-16,131.18,1051136,IBB
2025-07-17,131.74,1026082,IBB
2025-07-18,129.73,1114309,IBB
2025-07-21,129.13,956630,IBB
2025-07-22,132.84,1037638,IBB
2025-07-23,135.41,1292739,IBB
2025-07-24,135.43,1073314,IBB
2025-07-25,135.5,924511,IBB
2025-07-28,134.11,2209848,IBB
2025-07-29,133.86,1284516,IBB
2025-07-30,133.7,967733,IBB
2025-07-31,132.76,2140525,IBB
2025-08-01,133.04,1944752,IBB
2025-08-04,135.37,960553,IBB
2025-08-05,133.41,1642626,IBB
2025-08-06,131.49,2476979,IBB
2025-08-07,131.23,1468351,IBB
2025-08-08,132.04,1306770,IBB
2025-08-11,131.74,1507229,IBB
2025-08-12,134.0,2002159,IBB
2025-08-13,137.1,2027097,IBB
2025-08-14,137.27,1944124,IBB
2025-08-15,138.76,1627440,IBB
2025-08-18,138.38,1143744,IBB
2025-08-19,137.89,1142584,IBB
2025-08-20,138.42,1484398,IBB
2025-08-21,138.76,929850,IBB
2025-08-22,139.84,1313555,IBB
2025-08-25,137.07,1575349,IBB
2025-08-26,138.47,1412130,IBB
2025-08-27,138.59,1071543,IBB
2025-08-28,138.21,1239977,IBB
2025-08-29,138.22,1213425,IBB
