feature,coef,importance,sign
close_mean,-1.1777416885180791,1.1777416885180791,-1.0
vol_4w,-0.336257453474908,0.336257453474908,-1.0
pub_growth,-0.30413340299637553,0.30413340299637553,-1.0
ret_1d,0.1784833828410609,0.1784833828410609,1.0
vol_growth,0.12565055507700088,0.12565055507700088,1.0
pub_4w,0.10045703687986164,0.10045703687986164,1.0
