feature,importance
vol_4w,0.2090911753893057
top3_4w_share,0.1605338618054786
pub_4w,0.15054502934301736
ret_5d,0.13709195937846927
top5_4w_share,0.12984395018145373
vol_growth,0.11282967793049914
pub_growth,0.10006434597177619
