feature,coef,importance,sign
close_mean,-0.653534159126385,0.653534159126385,-1.0
pub_growth,-0.4927471708411926,0.4927471708411926,-1.0
vol_4w,-0.29142920237162623,0.29142920237162623,-1.0
vol_growth,0.19136718053821541,0.19136718053821541,1.0
ret_1d,-0.06800003696048167,0.06800003696048167,-1.0
pub_4w,-0.03596154818899273,0.03596154818899273,-1.0
