feature,importance
pub_4w,0.19078855784158427
vol_4w,0.18314686494702295
ret_5d,0.17184171252827926
vol_growth,0.1355005314561636
top3_4w_share,0.12244222699924386
top5_4w_share,0.11366656050744665
pub_growth,0.08261354572025932
