feature,coef,importance,sign
vol_4w,0.21237264285550198,0.21237264285550198,1.0
vol_growth,-0.19336932506691729,0.19336932506691729,-1.0
pub_4w,0.17221542933031378,0.17221542933031378,1.0
top3_4w_share,0.16648659600760785,0.16648659600760785,1.0
top5_4w_share,-0.08851894340566159,0.08851894340566159,-1.0
pub_growth,-0.07274906582191305,0.07274906582191305,-1.0
ret_5d,-0.027319797840501984,0.027319797840501984,-1.0
