feature,importance
vol_4w,0.24642221308874515
top3_4w_share,0.16266274641737052
top5_4w_share,0.14912650902970762
pub_4w,0.14092249492167022
ret_5d,0.12046405629835259
vol_growth,0.10232011097050413
pub_growth,0.07808186927364978
