feature,coef,importance,sign
close_mean,-0.2563166751463334,0.2563166751463334,-1.0
pub_growth,0.2527818821825052,0.2527818821825052,1.0
vol_4w,0.1746060498099034,0.1746060498099034,1.0
ret_1d,-0.06967714569860246,0.06967714569860246,-1.0
vol_growth,-0.05057636618423134,0.05057636618423134,-1.0
pub_4w,0.028693789357440786,0.028693789357440786,1.0
