feature,coef,importance,sign
close_mean,-0.90982557495468,0.90982557495468,-1.0
pub_4w,0.6055175592768922,0.6055175592768922,1.0
vol_4w,0.3324598290523787,0.3324598290523787,1.0
pub_growth,-0.18727791360649396,0.18727791360649396,-1.0
vol_growth,-0.17959309467794538,0.17959309467794538,-1.0
ret_1d,-0.03373610375354074,0.03373610375354074,-1.0
