feature,coef,importance,sign
close_mean,-0.34272768330771297,0.34272768330771297,-1.0
pub_growth,-0.2914845877202629,0.2914845877202629,-1.0
pub_4w,0.23085836440069069,0.23085836440069069,1.0
vol_growth,0.052199159669395805,0.052199159669395805,1.0
vol_4w,-0.031989832709259654,0.031989832709259654,-1.0
ret_1d,-0.000445390603608909,0.000445390603608909,-1.0
