feature,coef,importance,sign
top3_4w_share,-0.31753247100876975,0.31753247100876975,-1.0
vol_4w,0.2718664018322986,0.2718664018322986,1.0
vol_growth,-0.1872705081711421,0.1872705081711421,-1.0
top5_4w_share,0.17918836256652027,0.17918836256652027,1.0
pub_4w,0.17611888360080277,0.17611888360080277,1.0
pub_growth,-0.13867274691742684,0.13867274691742684,-1.0
ret_5d,0.05748740960458172,0.05748740960458172,1.0
