feature,coef,importance,sign
close_mean,-0.5051648942754833,0.5051648942754833,-1.0
pub_growth,0.31256449126803754,0.31256449126803754,1.0
vol_4w,-0.24117603181517674,0.24117603181517674,-1.0
vol_growth,-0.21055530796727545,0.21055530796727545,-1.0
ret_1d,-0.07891862787165929,0.07891862787165929,-1.0
pub_4w,0.061433683064099485,0.061433683064099485,1.0
