feature,coef,importance,sign
pub_growth,0.5626231885838442,0.5626231885838442,1.0
close_mean,-0.41226593091127467,0.41226593091127467,-1.0
ret_1d,-0.13670924127165499,0.13670924127165499,-1.0
vol_growth,0.0515045719304319,0.0515045719304319,1.0
pub_4w,0.047742409292109746,0.047742409292109746,1.0
vol_4w,0.03263088976345628,0.03263088976345628,1.0
