feature,importance
close_mean,0.2679971229077647
pub_4w,0.16226094087175233
vol_4w,0.14918416582049981
ret_1d,0.14644575429382536
vol_growth,0.12257054125418783
pub_growth,0.08487632868989264
top5_nan,0.015906593469988003
top1_Information Technology Governance and Strategy,0.012556285793229588
top5_infrequent_sklearn,0.010597109529964899
top1_nan,0.01008157932712659
top1_Big Data and Business Intelligence,0.00882832019109634
top1_infrequent_sklearn,0.0076506007110440505
top1_ERP Systems Implementation and Impact,0.0007298060530464389
top1_Collaboration in agile enterprises,0.0002348260089285749
top5_Software Engineering Techniques and Practices,8.002507765288626e-05
top5_ERP Systems Implementation and Impact,0.0
