feature,coef,importance,sign
ret_5d,-0.25939101778262724,0.25939101778262724,-1.0
vol_4w,0.16817767315153384,0.16817767315153384,1.0
vol_growth,-0.06430341022541865,0.06430341022541865,-1.0
