feature,coef,importance,sign
pub_4w,0.5582931709725799,0.5582931709725799,1.0
ret_1d,-0.32410438094818006,0.32410438094818006,-1.0
vol_growth,-0.26917817204022776,0.26917817204022776,-1.0
close_mean,-0.22669737908534934,0.22669737908534934,-1.0
pub_growth,-0.07806365458888702,0.07806365458888702,-1.0
vol_4w,0.0489289646977226,0.0489289646977226,1.0
