feature,coef,importance,sign
ret_5d,-0.2868103813278632,0.2868103813278632,-1.0
top3_4w_share,0.2775058500147248,0.2775058500147248,1.0
pub_growth,0.22169155366952134,0.22169155366952134,1.0
top5_4w_share,0.1642323135648677,0.1642323135648677,1.0
vol_4w,0.15205000096696833,0.15205000096696833,1.0
pub_4w,0.11756708804816628,0.11756708804816628,1.0
vol_growth,-0.06354941929034333,0.06354941929034333,-1.0
