feature,coef,importance,sign
vol_4w,-0.3910307625904624,0.3910307625904624,-1.0
pub_4w,0.3023451422014051,0.3023451422014051,1.0
top3_4w_share,-0.20058472623723986,0.20058472623723986,-1.0
top5_4w_share,-0.14488460543716417,0.14488460543716417,-1.0
ret_5d,-0.11197373346303437,0.11197373346303437,-1.0
vol_growth,-0.07016866224493315,0.07016866224493315,-1.0
pub_growth,-0.01899052803637048,0.01899052803637048,-1.0
