feature,coef,importance,sign
close_mean,-0.5785126220757708,0.5785126220757708,-1.0
pub_4w,0.43016814046640345,0.43016814046640345,1.0
vol_4w,-0.29585923414510323,0.29585923414510323,-1.0
vol_growth,-0.29390310115400886,0.29390310115400886,-1.0
ret_1d,-0.20003442878293498,0.20003442878293498,-1.0
pub_growth,-0.07431578518620478,0.07431578518620478,-1.0
